image;Majority Human;GPT-4o;GPT-4o Explanation
robert.habeck_17-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image is a screenshot from an online newspaper article, indicating media coverage of a political event.
armin_laschet_14-09-2021_00:00_image1.jpeg;Collage;Collage;The image is a composed visual with text, logos, and a photograph, promoting a political event. It fits the characteristics of a collage used for promotional purposes.
armin_laschet_20-09-2021_00:00_image2.jpeg;Collage;Collage;The image features a composed layout with text and a logo, typical of promotional or explanatory materials used in campaigns.
fw_bayern_23-09-2021_00:00_image3.jpeg;Collage;Collage;The image contains a combination of text and visual elements, including a quote and social media tags, which are typical of a collage used for promotional or explanatory purposes.
die_gruenen_13-09-2021_00:00_image1.jpeg;Collage;Collage;The image features a composed visual with text and a logo, promoting a political program in sign language. This fits the description of a collage, which includes multiple visual elements and text for promotional purposes.
christlichsozialeunion_21-09-2021_00:00_image5.jpeg;Collage;Collage;The image contains a combination of text, logos, and graphic elements, which are typical features of a collage used for promotional purposes.
fw_bayern_26-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains text and visual elements arranged in a composed manner, typical of promotional or explanatory content.
christianlindner_24-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image is a screenshot of an online news article from Focus Online, featuring a politician and a headline. This fits the 'Media Work' category as it represents media coverage.
christlichsozialeunion_18-09-2021_00:00_image0.jpeg;Collage;Collage;The image is a collage that includes text, logos, and multiple visual elements promoting a political event. It is not a photograph of a real-world event but a composed graphic for promotional purposes.
olafscholz/2021-09-21_13-38-38_UTC.jpg;Collage;Campaign Material;The image is a campaign poster featuring a politician with text and party branding, which is typical of campaign materials.
fw_bayern/2021-09-14_05-10-06_UTC.jpg;Collage;Collage;The image features a composed design with text and a logo, typical of promotional or explanatory materials.
afd.bund/2021-09-26_16-21-10_UTC.jpg;Collage;Collage;The image is a composed visual with text, logos, and portraits, typical of promotional materials.
christlichsozialeunion/2021-09-13_14-15-00_UTC_6.jpg;Collage;Collage;The image contains a combination of text and graphic elements, which is characteristic of a collage. It is designed to convey a specific message or information in a composed format.
fdp/2021-09-21_11-01-03_UTC.jpg;Collage;Collage;The image contains a combination of text and graphic elements, which is characteristic of a collage. It is designed for promotional or explanatory purposes.
cdu/2021-09-14_11-58-16_UTC.jpg;Collage;Collage;The image features a composed layout with text, a logo, and a photograph, which is characteristic of a promotional or explanatory collage.
die_gruenen/2021-09-25_13-20-51_UTC_6.jpg;Collage;Review;The image features a person in a studio setting with a plain background, delivering a message about the election day. This setup is typical for social media content aimed at direct communication with the audience, but it lacks the casual, spontaneous feel of 'Social Media Moderation'. It also doesn't fit other categories like 'Campaign Event' or 'Media Work'.
fdp/2021-09-26_06-29-38_UTC.jpg;Collage;Collage;The image is a composed graphic with text and logos, typical of promotional material used in campaigns.
engin_eroglu_/2021-09-13_15-00-22_UTC_4.jpg;Collage;Collage;The image is a composed graphic with text and logos, designed to convey information or a message, typical of promotional or explanatory content.
die_gruenen/2021-09-20_14-43-30_UTC_1.jpg;Collage;Collage;The image is a composed graphic with text and visual elements, including a bar chart and party logos, which is typical of a collage used for promotional or informational purposes.
spdde/2021-09-12_19-33-17_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and multiple figures, which are used for promotional purposes. It is not a photograph of a real-world event but is highly composed.
fdp/2021-09-19_12-52-45_UTC.jpg;Collage;Collage;The image features a composed visual with a prominent text overlay, which is characteristic of a collage used for promotional purposes.
spdde/2021-09-12_20-05-09_UTC.jpg;Collage;Collage;The image contains a combination of text and graphic elements, designed to convey a specific message. It is not a photograph of a real-world event but a composed visual for promotional purposes.
fdp/2021-09-18_07-01-23_UTC.jpg;Collage;Collage;The image contains a combination of visual elements, including text and graphics, which is characteristic of a collage. It is designed to convey a message rather than depict a real-world event.
spdde/2021-09-12_19-26-11_UTC.jpg;Collage;Collage;The image is a composed graphic with text and a photograph, typical of promotional materials used in campaigns.
atesgurpinar/2021-09-21_14-45-46_UTC_6.jpg;Collage;Collage;The image contains a combination of text, graphics, and a photograph, which is typical of a collage used for promotional or explanatory purposes.
cdu/2021-09-12_10-18-41_UTC.jpg;Collage;Collage;The image is a composed promotional graphic featuring a politician with text and logos, indicating a TV appearance. This fits the 'Collage' category due to its design and purpose.
spdde/2021-09-24_18-00-20_UTC_2.jpg;Collage;Collage;The image contains a block of text with a quote, likely used for promotional or explanatory purposes, fitting the characteristics of a collage.
christlichsozialeunion/2021-09-12_18-35-16_UTC.jpg;Collage;Collage;The image is a composed graphic featuring text, logos, and multiple visual elements, which is characteristic of a collage used for promotional purposes.
spdde/2021-09-22_16-12-26_UTC.jpg;Collage;Campaign Material;The image consists solely of text on a solid background, which is typical of campaign material designed to convey a message or slogan.
markus.soeder/2021-09-14_10-15-28_UTC.jpg;Collage;Media Work;The image is a screenshot of a tweet, which is a form of media communication. It represents a politician sharing information through social media, which aligns with media work as it involves public communication and dissemination of information.
fw_bayern_20-09-2021_00:00_image1.jpeg;Collage;Campaign Material;The image shows campaign posters for the Freie Wähler party, which are examples of campaign materials used to promote a political candidate.
engin_eroglu__14-09-2021_00:00_image3.jpeg;Collage;Collage;The image features a combination of text overlaid on a background, which is typical of a collage. It is designed to convey information in a composed manner.
christlichsozialeunion_24-09-2021_00:00_image7.jpeg;Collage;Collage;The image features a composed layout with text and a photograph of an event, suggesting a promotional or explanatory purpose.
christlichsozialeunion_25-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains multiple visual elements, including text, logos, and images of politicians, which are composed for promotional purposes.
spdde_20-09-2021_00:00_image6.jpeg;Collage;Collage;The image is a composed graphic with text and a visual element (an excavator) used for promotional purposes, typical of campaign materials.
armin_laschet_21-09-2021_00:00_image1.jpeg;Media Work;Media Work;The image is a screenshot from a news article featuring a politician, which is typical of media coverage.
afd.bund_21-09-2021_00:00_image3.jpeg;Collage;Collage;The image is a collage featuring multiple elements such as text, logos, and photographs of individuals. It is designed for promotional purposes, typical of campaign materials.
cdu_24-09-2021_00:00_video20.jpeg;Collage;Collage;The image contains a combination of text, emojis, and graphic elements, which are typical features of a collage. It is designed to convey a promotional message.
fdp_20-09-2021_00:00_video2.jpeg;Collage;Collage;The image is a highly composed visual with text and graphic elements, typical of promotional or explanatory materials.
die_gruenen_25-09-2021_00:00_image3.jpeg;Collage;Campaign Material;The image features a QR code with a call to action, which is typical of campaign materials designed to engage voters and provide information.
armin_laschet_24-09-2021_00:00_image1.jpeg;Collage;Campaign Event;The image shows a political figure speaking at a podium with a party logo in the background, indicating a formal gathering or speech.
christlichsozialeunion_17-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of text and visual elements, including a logo and promotional messaging, which is characteristic of a collage.
christlichsozialeunion_23-09-2021_00:00_image4.jpeg;Media Work;Media Work;The image promotes a TV appearance of a politician, indicating media engagement.
atesgurpinar_16-09-2021_00:00_image0.jpeg;Collage;Collage;The image is a composed graphic with text, symbols, and logos, designed to compare political party positions on various issues.
spdde_21-09-2021_00:00_image0.jpeg;Collage;Collage;The image features a combination of visual elements, including text and a photograph, which is characteristic of a collage. It is designed to promote a video related to 'Weltkindertag' and includes branding elements.
christianlindner_26-09-2021_00:00_image0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and a background image, which is typical of a collage used for promotional purposes.
fw_bayern_21-09-2021_00:00_image3.jpeg;Collage;Campaign Material;The image shows a person with campaign posters and materials, indicating preparation for an election. This fits the category of showcasing campaign-related materials.
afd.bund_13-09-2021_00:00_image10.jpeg;Collage;Collage;The image features a composed visual with text overlay, which is typical of a collage. It combines a symbolic photograph with a message related to voting intentions.
spdde_26-09-2021_00:00_video13.jpeg;Collage;Collage;The image contains text and graphic elements, such as a call to action and an arrow, which are typical of a composed promotional piece.
fw_bayern_14-09-2021_00:00_video2.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and graphics, promoting an event. It is designed for promotional purposes.
abaerbock_25-09-2021_00:00_image0.jpeg;Collage;Collage;The image is a promotional graphic for a campaign event, featuring text, logos, and images of individuals. It is designed to advertise a live event on Instagram.
christlichsozialeunion_26-09-2021_00:00_image1.jpeg;Collage;Collage;The image contains a combination of text, logos, and design elements, which are typical of promotional materials rather than a photograph of a real-world event.
armin_laschet_24-09-2021_00:00_image0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text with dates and locations, a logo, and a photograph of a person. This composition is typical of a collage used for promotional purposes.
christlichsozialeunion_26-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of visual elements, including text and graphics, promoting a political message. It is designed for informational or promotional purposes.
markus.soeder_24-09-2021_00:00_image2.jpeg;Collage;Collage;The image features a composed visual with text overlay, which is typical of promotional or explanatory content used in collages.
olafscholz/2021-09-22_12-20-14_UTC.jpg;Campaign Event;Campaign Event;The image shows a formal setting with speakers on a stage addressing an audience, which is characteristic of a political event.
olafscholz/2021-09-20_18-06-50_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a stage setup with podiums and banners, indicating a formal gathering or event. This setting is typical of a campaign event where politicians address an audience.
cdu/2021-09-23_16-10-56_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with microphones, indicating a formal setting typical of a campaign event.
cdu/2021-09-21_20-02-32_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a formal setting with individuals on a stage, likely during a political event or gathering. The presence of multiple people in a formal setting suggests it is part of a campaign event.
olafscholz/2021-09-22_16-01-08_UTC.jpg;Campaign Event;Campaign Event;The image shows a person holding a microphone, likely addressing an audience, which suggests a formal gathering or speech. This aligns with the characteristics of a campaign event.
cdu/2021-09-13_12-04-40_UTC_1.jpg;Campaign Event;Media Work;The image shows a politician speaking at a podium with a backdrop featuring the CDU logo, indicating a formal setting likely related to media coverage or a press conference.
olafscholz/2021-09-18_20-26-35_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a large screen behind him, indicating a formal gathering or speech. This setting is typical of a campaign event.
cdu/2021-09-16_17-02-39_UTC_10.jpg;Campaign Event;Campaign Event;The image shows a political event with individuals on a stage, one of whom is speaking into a microphone, while others are waving and clapping. The presence of a backdrop with a political party logo indicates a formal gathering.
nicola_beer/2021-09-21_18-55-06_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium in a formal setting, which is indicative of a political event or gathering.
robert.habeck/2021-09-12_17-04-49_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking to a large audience in an outdoor setting, indicating a formal gathering or rally. The presence of a stage and a crowd suggests it is a campaign event.
armin_laschet/2021-09-25_12-43-21_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a political event with a stage and a backdrop featuring a party logo, indicating a formal gathering or rally.
susanne_hennig_wellsow_19-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a speaker at a podium with a large screen behind them, indicating a formal setting typical of a political event. The presence of text and branding suggests it is part of a campaign event.
nicola_beer_20-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage with signs, indicating a formal gathering or event. The presence of a hashtag and the setting suggest it is part of a political event.
cdu_22-09-2021_00:00_video7.jpeg;Campaign Event;Behind The Scenes;The image shows a stage setup with people preparing for an event, indicating a behind-the-scenes look at a campaign event.
robert.habeck_15-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing a crowd, which is typical of a political event or rally.
olafscholz_23-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with campaign branding, indicating a formal gathering or rally.
spdde_19-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people gathered, indicating a formal gathering or rally. This setting is typical of a campaign event where speeches or public addresses are made.
christianlindner_18-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is typical of a political event.
afd.bund_25-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage with campaign branding, indicating a formal political event.
abaerbock_21-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to an audience, indicating a public gathering or rally. The presence of a crowd and the context of campaigning suggest it is a campaign event.
olafscholz_22-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at an event, which is characteristic of a campaign event.
cdu_19-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician addressing a crowd from a stage, indicating a public gathering or rally, which is characteristic of a campaign event.
cdu_22-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage, podium, and speakers, indicating a formal gathering or speech.
armin_laschet_17-09-2021_00:00_video18.jpeg;Campaign Event;Campaign Event;The image shows a political figure speaking on a stage with a backdrop and audience, indicating a formal gathering or rally.
abaerbock_21-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with a microphone, indicating a formal gathering or speech, which is typical of a campaign event.
armin_laschet_26-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a party logo in the background, indicating a formal setting typical of a political event.
christianlindner_26-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd in an outdoor setting, indicating a public address or rally. This aligns with the characteristics of a campaign event.
cdu_26-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop, indicating a formal gathering or speech, which is characteristic of a campaign event.
fdp_23-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and a speaker addressing an audience, which is characteristic of a campaign event.
olafscholz_26-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking, likely at a public event, as indicated by the microphone and the context of addressing questions about future governance.
olafscholz_23-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows individuals in a formal setting with a backdrop indicating a political event. The text suggests a discussion with students, which aligns with a public engagement or event.
afd.bund_25-09-2021_00:00_image19.jpeg;Campaign Event;Campaign Event;The image shows a person speaking at a podium on a stage with campaign banners, indicating a formal gathering or speech.
robert.habeck_18-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with an audience, which is typical of a political event or rally.
cdu_22-09-2021_00:00_video13.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people gathered, indicating a formal gathering or event, which is characteristic of a campaign event.
afd.bund/2021-09-23_10-32-19_UTC.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a banner, indicating a formal setting typical of a political event.
christianlindner/2021-09-17_19-33-56_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a person speaking to a large crowd, indicating a public gathering or rally, which is characteristic of a campaign event.
abaerbock/2021-09-17_19-48-04_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking to an audience in a public setting, which is indicative of a formal gathering or event.
cdu/2021-09-25_10-37-25_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop, indicating a formal setting typical of a campaign event.
abaerbock/2021-09-20_18-22-45_UTC_7.jpg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone, likely at a public event, which suggests it is part of a political rally or speech.
cdu/2021-09-24_19-39-33_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a party logo, indicating a formal setting typical of a campaign event.
afd.bund/2021-09-25_11-01-21_UTC_10.jpg;Campaign Event;Campaign Event;The image shows a person holding a frame with campaign slogans and logos, likely at a political event. The presence of campaign branding and the context of a gathering suggest it is related to campaign activities.
christianlindner/2021-09-26_10-50-55_UTC_5.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd in an outdoor setting, which is typical of a campaign event.
christianlindner/2021-09-15_18-37-22_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a gathered audience in a public setting, indicating a formal campaign event.
christianlindner/2021-09-21_19-30-47_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd from a stage, indicating a formal gathering or rally.
abaerbock/2021-09-21_14-36-27_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone in an outdoor setting, which suggests a public address or speech.
abaerbock_22-09-2021_00:00_image11.jpeg;Campaign Event;Campaign Event;The image shows a formal gathering with a stage and an audience, indicating a political event where discussions or speeches are taking place.
robert.habeck_17-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with an audience, indicating a public event setting.
afd.bund_26-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a group of people standing on a stage with a podium and banners, indicating a formal gathering or speech, which is characteristic of a campaign event.
robert.habeck_25-09-2021_00:00_image8.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to a large audience in an outdoor setting, indicating a public gathering or rally. The presence of a stage and audience suggests a formal campaign event.
dielinke_25-09-2021_00:00_video17.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with a microphone, which is typical of a political event or rally. The presence of a stage and branding suggests a formal gathering.
die_gruenen_25-09-2021_00:00_video17.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with individuals speaking, indicating a formal gathering or event. This setting is typical of a campaign event where politicians address an audience.
abaerbock_21-09-2021_00:00_video4.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with a microphone, indicating a formal gathering or speech, which is typical of a campaign event.
olafscholz_21-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician on stage, addressing an audience, which is typical of a campaign event.
olafscholz_17-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage to an audience, which is typical of a public campaign event.
robert.habeck_21-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage, which is indicative of a public address or rally. This setting aligns with the characteristics of a campaign event.
cdu_17-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people gathered, indicating a public gathering or rally. The text overlay suggests it is related to a political event.
nicola_beer_20-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium during a party congress, which is a formal political event.
olafscholz_24-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to an audience in an outdoor setting, which is indicative of a formal gathering or rally.
armin_laschet_25-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows individuals standing in front of a backdrop with a message about climate neutrality, suggesting a formal setting typical of a campaign event.
cdu_26-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows two individuals on a stage addressing a crowd, which is characteristic of a political event such as a rally or speech.
robert.habeck_25-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to an audience, indicating a public gathering or rally. The presence of a microphone and audience members suggests a formal event.
christianlindner_23-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a stage with people addressing an audience, indicating a formal gathering or rally, which is characteristic of a campaign event.
robert.habeck_17-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to an audience outdoors, suggesting a public gathering or event. The presence of an audience and the informal setting indicate it is part of a campaign event.
christlichsozialeunion_25-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a speaker at a podium, indicating a formal gathering or speech, which is characteristic of a campaign event.
christianlindner_17-09-2021_00:00_image2.jpeg;Campaign Event;Media Work;The image shows a formal setting with individuals at podiums, suggesting a press conference or media interaction. The presence of a logo and a quote indicates a structured communication event.
abaerbock_14-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows two individuals on a stage, likely at a public event, with a microphone in hand. The presence of an audience and the setting suggest a formal gathering or speech.
robert.habeck_17-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image features a person speaking at a public event, with a large screen displaying the scene and text overlay describing a political anecdote. This setup is typical of a campaign event where speeches are given to an audience.
cdu_23-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with individuals speaking, which is typical of a political event or rally. The presence of a backdrop with a political party logo and a speaker at a podium indicates a formal gathering.
robert.habeck_17-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a performer, indicating a public gathering or event. This aligns with the characteristics of a campaign event, where there is a designated area for performances or speeches.
olafscholz_25-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a public event with a crowd and campaign banners, indicating a formal gathering.
cdu/2021-09-18_13-19-15_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a political event with a stage, a speaker, and an audience, indicating a formal gathering.
dielinke/2021-09-24_16-58-00_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a microphone, which is indicative of a formal gathering or speech. The presence of a backdrop with campaign branding suggests it is part of a political event.
nicola_beer/2021-09-19_10-04-14_UTC.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium in a formal setting with a large screen displaying the speaker, indicating a structured event. This setup is typical of a campaign event where speeches or presentations are made.
christlichsozialeunion/2021-09-24_18-34-35_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop featuring the CDU/CSU logo, indicating a formal setting typical of a political event.
armin_laschet/2021-09-22_09-18-33_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with an audience applauding, indicating a formal gathering or speech.
olafscholz/2021-09-18_12-22-03_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician addressing a large crowd, with flags and banners visible, indicating a public gathering or rally.
armin_laschet/2021-09-22_09-18-33_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a crowd gathered in front of a stage with lighting, indicating a public event or rally. This setting is typical for campaign events where speeches or presentations are made.
susanne_hennig_wellsow/2021-09-24_17-21-09_UTC_5.jpg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone on a stage, which is typical of a public speaking event or rally.
robert.habeck/2021-09-15_08-15-16_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a person speaking on a stage with an audience, indicating a formal gathering or rally. The setting and presence of a stage suggest it is a campaign event.
afd.bund/2021-09-18_08-25-44_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a group of people on a stage with a podium and a banner, indicating a formal gathering or event. This setting is typical of a campaign event where politicians address an audience.
abaerbock/2021-09-13_19-36-55_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd, indicating a formal gathering or rally. The presence of banners and an audience suggests a public campaign event.
robert.habeck/2021-09-15_19-03-35_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a public gathering with a speaker addressing an audience under a tent, which is typical of a political event or rally.
afd.bund/2021-09-18_08-25-44_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a crowd in front, indicating a formal gathering or rally. The presence of banners and a stage setup suggests a political event.
cdu_22-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage with a backdrop, indicating a formal gathering or speech.
die_gruenen_25-09-2021_00:00_video30.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage in front of an audience, which is typical of a political event or rally.
cdu_23-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people standing on it, indicating a formal gathering or event. The presence of a stage and audience suggests a political event.
robert.habeck_25-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a stage and a speaker addressing an audience, which is typical of a political event.
christianlindner_18-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage in front of an audience, which is typical of a political event such as a rally or speech.
olafscholz_17-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a person speaking at a podium in front of an audience, which is typical of a formal gathering or event.
christlichsozialeunion_16-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a podium, which is typical of a formal campaign event.
armin_laschet_19-09-2021_00:00_image3.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and people applauding, indicating a formal gathering or rally.
die_gruenen_25-09-2021_00:00_video16.jpeg;Campaign Event;Campaign Event;The image shows a public setting with a stage and people gathered, indicating a formal gathering or event related to the election campaign.
robert.habeck_13-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with musicians performing, which is typical of a public event or gathering. This setting aligns with the characteristics of a campaign event.
armin_laschet_17-09-2021_00:00_video14.jpeg;Campaign Event;Campaign Event;The image shows a stage setup, which is typical for a political event or rally. The presence of a stage and the context suggest it is part of a formal gathering.
olafscholz_26-09-2021_00:00_video6.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to an audience in a public setting, which is characteristic of a campaign event.
christianlindner_22-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd from a stage, indicating a formal gathering or rally.
olafscholz_25-09-2021_00:00_video4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with campaign branding, indicating a formal gathering or rally.
armin_laschet_17-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people gathered, indicating a public gathering or event. The text overlay suggests it is related to a political event.
armin_laschet_18-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and speakers addressing an audience, which is typical of a campaign event.
abaerbock_14-09-2021_00:00_image16.jpeg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone in an outdoor setting, which suggests a public address or speech. This aligns with the characteristics of a campaign event, where a politician addresses an audience.
cdu_19-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a person speaking at a podium in front of a large audience, indicating a formal gathering or event. The presence of cameras and lighting suggests a structured setting typical of campaign events.
cdu_26-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a political event with a stage and speakers, indicating a formal gathering or rally.
spdde_19-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with campaign branding, indicating a formal public event.
cdu_25-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people present, likely indicating a formal gathering or event. The presence of a backdrop with multiple images suggests a virtual or hybrid event, which aligns with campaign activities.
robert.habeck_13-09-2021_00:00_image17.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to an audience in an outdoor setting, which is indicative of a political event or rally. The presence of a stage and audience suggests it is a formal gathering.
cdu_23-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with individuals speaking at podiums, which is typical of a political event or rally.
spdde_25-09-2021_00:00_video5.jpeg;Campaign Event;Behind The Scenes;The image shows a person preparing to go on stage, which suggests a behind-the-scenes moment before a public event.
abaerbock_16-09-2021_00:00_image6.jpeg;Campaign Event;Collage;The image features a combination of text and a background image, which is typical of a collage. The text discusses a political issue, and the visual elements are composed to convey a message.
abaerbock_18-09-2021_00:00_image3.jpeg;Campaign Event;Campaign Event;The image shows a person addressing a crowd, which is typical of a political event or rally. The presence of an audience and the context of public speaking suggest it is part of a campaign event.
robert.habeck_22-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows a person holding a microphone and flowers on a stage, indicating a public setting typical of a campaign event.
armin_laschet_23-09-2021_00:00_video18.jpeg;Campaign Event;Campaign Event;The image shows a formal gathering with a stage and speakers, indicating a political event where a politician is addressing an audience.
nicola_beer_24-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a public gathering with a speaker addressing an audience, which is typical of a campaign event.
robert.habeck/2021-09-24_20-23-24_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large gathering with a stage setup, indicating a public event. The presence of a crowd and a banner suggests a political rally or campaign event.
markus.soeder/2021-09-15_15-55-29_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a formal setting with a stage and speakers addressing an audience, which is typical of a conference or formal gathering.
