image;Majority Human;GPT-4o;GPT-4o Explanation
/content/images/upload_s3/spdde_26-09-2021_00:00_video13.jpeg;Collage;Collage;The image primarily contains text with a political message and a call to action, without any photographs or real-world event documentation.
/content/images/upload_s3/fw_bayern_14-09-2021_00:00_video2.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which fits the criteria for a collage.
/content/images/upload_s3/abaerbock_25-09-2021_00:00_image0.jpeg;Collage;Collage;The image primarily contains a combination of text, images, and logos, which is indicative of a promotional or informational graphic rather than a photograph documenting a real-world event.
/content/images/upload_s3/christlichsozialeunion_26-09-2021_00:00_image1.jpeg;Collage;Collage;The image primarily contains text and logos related to a political message, without depicting a real-world event.
/content/images/upload_s3/armin_laschet_24-09-2021_00:00_image0.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which is characteristic of a collage. It provides information about event dates and locations, along with a visual of a politician.
/content/images/upload_s3/christlichsozialeunion_26-09-2021_00:00_video0.jpeg;Collage;Collage;The image contains a combination of text, images, and logos, which is characteristic of campaign materials or promotional content.
/content/images/upload_s3/markus.soeder_24-09-2021_00:00_image2.jpeg;Collage;Collage;The image contains a combination of text and a photograph of a politician, which is typical of a collage used for social media posts.
/content/posts/olafscholz/2021-09-22_12-20-14_UTC.jpg;Campaign Event;Campaign Event;The image shows a stage with speakers and an audience, indicating a formal political event.
/content/posts/olafscholz/2021-09-20_18-06-50_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a stage with two people standing in front of podiums, indicating a political event context.
/content/posts/cdu/2021-09-23_16-10-56_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium, which suggests a formal setting likely related to a political event or speech.
/content/posts/cdu/2021-09-21_20-02-32_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician on a stage with others, likely in a formal event setting, which aligns with a political event context.
/content/posts/olafscholz/2021-09-22_16-01-08_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking into a microphone in what appears to be a public setting, likely a political event. This suggests a stage or designated speaking area.
/content/posts/cdu/2021-09-13_12-04-40_UTC_1.jpg;Campaign Event;Media Work;The image shows a politician speaking at a podium with a backdrop featuring the CDU logo, indicating a formal setting likely related to media or press work.
/content/posts/olafscholz/2021-09-18_20-26-35_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with an audience present, indicating a formal political event.
/content/posts/cdu/2021-09-16_17-02-39_UTC_10.jpg;Campaign Event;Campaign Event;The image shows a politician on a stage with a microphone, indicating a formal political event.
/content/posts/nicola_beer/2021-09-21_18-55-06_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium in a setting that appears to be a formal event, likely a political meeting or speech. This fits the context of a designated speaking area at a political event.
/content/posts/robert.habeck/2021-09-12_17-04-49_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage to a large crowd, indicating a formal political event.
/content/posts/armin_laschet/2021-09-25_12-43-21_UTC_1.jpg;Campaign Event;Campaign Event;The image shows politicians on a stage with a backdrop featuring a political party logo, indicating a formal political event.
/content/images/upload_s3/susanne_hennig_wellsow_19-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a stage with a speaker at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/nicola_beer_20-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage with signs, indicating a political event or rally.
/content/images/upload_s3/cdu_22-09-2021_00:00_video7.jpeg;Campaign Event;Behind The Scenes;The image shows a stage setup with people preparing for or leaving a political event, indicating a behind-the-scenes view.
/content/images/upload_s3/robert.habeck_15-09-2021_00:00_image5.jpeg;Campaign Event;Campaign Event;The image shows a stage with a crowd gathered, indicating a political event. This fits the criteria for a Campaign Event, as it involves a public gathering and a designated speaking area.
/content/images/upload_s3/olafscholz_23-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/spdde_19-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with political branding and people preparing for or engaging in a political event, which fits the context of a campaign event.
/content/images/upload_s3/christianlindner_18-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a crowd gathered in front of a stage where a person is speaking, indicating a political event.
/content/images/upload_s3/afd.bund_25-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage with campaign branding, indicating a formal political event.
/content/images/upload_s3/abaerbock_21-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public event setting. The presence of an audience suggests it is part of a campaign event.
/content/images/upload_s3/olafscholz_22-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/cdu_19-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage addressing a crowd, which indicates a political event context.
/content/images/upload_s3/cdu_22-09-2021_00:00_video9.jpeg;Campaign Event;Campaign Event;The image shows a stage with a politician giving a speech in a political event context.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_video18.jpeg;Campaign Event;Campaign Event;The image shows a stage with a politician giving a speech in a political event context.
/content/images/upload_s3/abaerbock_21-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a public event, which fits the context of a campaign event.
/content/images/upload_s3/armin_laschet_26-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop that includes a political party logo, indicating a formal political event.
/content/images/upload_s3/christianlindner_26-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage to a crowd, which is indicative of a political event.
/content/images/upload_s3/cdu_26-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium in a political event context, which fits the description of a campaign event.
/content/images/upload_s3/fdp_23-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a stage with a speaker addressing a crowd, indicating a political event context.
/content/images/upload_s3/olafscholz_26-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking, likely at a public event, as indicated by the microphone and the context of addressing a question about future government priorities. This suggests a political event setting.
/content/images/upload_s3/olafscholz_23-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a politician at a podium with a backdrop, indicating a formal setting likely for a discussion or speech. This aligns with the characteristics of a campaign event.
/content/images/upload_s3/afd.bund_25-09-2021_00:00_image19.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage with campaign banners, indicating a formal political event.
/content/images/upload_s3/robert.habeck_18-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage in a public setting, which is indicative of a political event.
/content/images/upload_s3/cdu_22-09-2021_00:00_video13.jpeg;Campaign Event;Campaign Event;The image shows a stage with people gathered, indicating a political event context.
/content/posts/afd.bund/2021-09-23_10-32-19_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a microphone, indicating a formal setting likely for a speech or presentation.
/content/posts/christianlindner/2021-09-17_19-33-56_UTC_6.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public gathering or rally, which fits the context of a political event.
/content/posts/abaerbock/2021-09-17_19-48-04_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public event setting.
/content/posts/cdu/2021-09-25_10-37-25_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician giving a speech at a podium with a backdrop, indicating a formal political event setting.
/content/posts/abaerbock/2021-09-20_18-22-45_UTC_7.jpg;Campaign Event;Campaign Event;The image shows a politician speaking into a microphone, likely at a public event, which suggests a stage or designated speaking area.
/content/posts/cdu/2021-09-24_19-39-33_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop that includes party branding, indicating a formal political event.
/content/posts/afd.bund/2021-09-25_11-01-21_UTC_10.jpg;Campaign Event;Campaign Event;The image shows a person holding a frame with campaign slogans and logos at a political event, with a stage and crowd visible in the background.
/content/posts/christianlindner/2021-09-26_10-50-55_UTC_5.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a large crowd, indicating a public gathering or rally. This setting aligns with a campaign event where speeches are given.
/content/posts/christianlindner/2021-09-15_18-37-22_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd in an outdoor setting, indicating a public event with an audience.
/content/posts/christianlindner/2021-09-21_19-30-47_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage to a large crowd, indicating a political event.
/content/posts/abaerbock/2021-09-21_14-36-27_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a politician speaking into a microphone, likely at a public event, which suggests a political context.
/content/images/upload_s3/abaerbock_22-09-2021_00:00_image11.jpeg;Campaign Event;Campaign Event;The image shows a stage with people seated in an audience, indicating a formal event setting. This aligns with the characteristics of a campaign event where discussions or speeches are held.
/content/images/upload_s3/robert.habeck_17-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage in front of an audience, which is indicative of a political event.
/content/images/upload_s3/afd.bund_26-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage with a podium and banners, indicating a formal political event setting.
/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image8.jpeg;Campaign Event;Campaign Event;The image shows a person speaking to a crowd in an outdoor setting, indicating a political event. The presence of an audience and the context suggest it is a campaign event.
/content/images/upload_s3/dielinke_25-09-2021_00:00_video17.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video17.jpeg;Campaign Event;Campaign Event;The image shows a stage with people speaking, indicating a political event context.
/content/images/upload_s3/abaerbock_21-09-2021_00:00_video4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/olafscholz_21-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage, likely giving a speech or addressing a crowd, which is indicative of a political event.
/content/images/upload_s3/olafscholz_17-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage in a public setting, which is indicative of a political event.
/content/images/upload_s3/robert.habeck_21-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage, which is indicative of a political event context.
/content/images/upload_s3/cdu_17-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a crowd gathered, indicating a political event. This aligns with the characteristics of a campaign event.
/content/images/upload_s3/nicola_beer_20-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium during a party congress, which is a formal political event.
/content/images/upload_s3/olafscholz_24-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a designated area with an audience present, indicating a political event context.
/content/images/upload_s3/armin_laschet_25-09-2021_00:00_video3.jpeg;Campaign Event;Campaign Event;The image shows a stage with people standing, likely in a political event context, which fits the description of a campaign event.
/content/images/upload_s3/cdu_26-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a stage with people addressing a crowd, indicating a political event context.
/content/images/upload_s3/robert.habeck_25-09-2021_00:00_image7.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a microphone, indicating a formal setting for a speech or rally. The presence of an audience and the context of a political event suggest it is part of a campaign event.
/content/images/upload_s3/christianlindner_23-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a stage with people speaking and a crowd of spectators, indicating a political event.
/content/images/upload_s3/robert.habeck_17-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a person holding a microphone and walking in front of a crowd, suggesting a public event setting. The presence of spectators and the informal setting indicate it is likely a campaign event.
/content/images/upload_s3/christlichsozialeunion_25-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage with a politician giving a speech, which fits the context of a political event.
/content/images/upload_s3/christianlindner_17-09-2021_00:00_image2.jpeg;Campaign Event;Media Work;The image shows a politician speaking at a podium with a backdrop that includes a party logo, indicating a formal setting. This suggests a press conference or media-related event.
/content/images/upload_s3/abaerbock_14-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a stage with individuals holding microphones, indicating a political event context.
/content/images/upload_s3/robert.habeck_17-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at an event with a crowd in the background, indicating a political event context.
/content/images/upload_s3/cdu_23-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a stage with people speaking, which is indicative of a political event context.
/content/images/upload_s3/robert.habeck_17-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a person performing, indicating a public event context.
/content/images/upload_s3/olafscholz_25-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a crowd in front, indicating a political event context.
/content/posts/cdu/2021-09-18_13-19-15_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician on stage with a crowd of spectators, indicating a formal political event.
/content/posts/dielinke/2021-09-24_16-58-00_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop, indicating a formal political event.
/content/posts/nicola_beer/2021-09-19_10-04-14_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium in a formal setting with a stage and audience, indicating a political event.
/content/posts/christlichsozialeunion/2021-09-24_18-34-35_UTC.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with a backdrop featuring the CDU/CSU logo, indicating a formal political event.
/content/posts/armin_laschet/2021-09-22_09-18-33_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium with an audience applauding, indicating a formal setting typical of a political event.
/content/posts/olafscholz/2021-09-18_12-22-03_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a crowd at an event with flags and a speaker, indicating a political gathering.
/content/posts/armin_laschet/2021-09-22_09-18-33_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a crowd of people gathered in front of a stage at an event, indicating a political gathering or rally.
/content/posts/susanne_hennig_wellsow/2021-09-24_17-21-09_UTC_5.jpg;Campaign Event;Campaign Event;The image shows a person speaking into a microphone on a stage, which suggests a political event context.
/content/posts/robert.habeck/2021-09-15_08-15-16_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a stage with a person speaking, indicating a political event context.
/content/posts/afd.bund/2021-09-18_08-25-44_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a group of people on a stage with a podium, which is indicative of a political event. The presence of a banner and microphones suggests a formal setting for speeches or presentations.
/content/posts/abaerbock/2021-09-13_19-36-55_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a crowd of spectators, indicating a political event.
/content/posts/robert.habeck/2021-09-15_19-03-35_UTC_2.jpg;Campaign Event;Campaign Event;The image shows a stage with a speaker addressing a crowd, indicating a political event context.
/content/posts/afd.bund/2021-09-18_08-25-44_UTC_3.jpg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage with a crowd in front, indicating a political event.
/content/images/upload_s3/cdu_22-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage with a backdrop featuring a political party logo, indicating a formal political event.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video30.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a public event, which is indicative of a campaign event.
/content/images/upload_s3/cdu_23-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage with people standing on it, indicating a formal event setting.
/content/images/upload_s3/robert.habeck_25-09-2021_00:00_video5.jpeg;Campaign Event;Campaign Event;The image shows a stage with a person speaking at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/christianlindner_18-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a public event, which fits the description of a campaign event.
/content/images/upload_s3/olafscholz_17-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium in front of an audience, which indicates a formal setting for a speech or presentation.
/content/images/upload_s3/christlichsozialeunion_16-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage with a politician giving a speech, which fits the context of a political event.
/content/images/upload_s3/armin_laschet_19-09-2021_00:00_image3.jpeg;Campaign Event;Campaign Event;The image shows a stage with a politician and others in a political event context, indicating a formal gathering or rally.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video16.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with people moderating an event, which is indicative of a political event context.
/content/images/upload_s3/robert.habeck_13-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with musicians performing, indicating a public event setting.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_video14.jpeg;Campaign Event;Campaign Event;The image shows a stage setup, which is indicative of a political event context.
/content/images/upload_s3/olafscholz_26-09-2021_00:00_video6.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public event or rally.
/content/images/upload_s3/christianlindner_22-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage to a large crowd, indicating a formal political event.
/content/images/upload_s3/olafscholz_25-09-2021_00:00_video4.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage giving a speech at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a stage with a crowd gathered, indicating a political event.
/content/images/upload_s3/armin_laschet_18-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a stage with people speaking at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/abaerbock_14-09-2021_00:00_image16.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking into a microphone in an outdoor setting, which suggests a public speaking event or rally.
/content/images/upload_s3/cdu_19-09-2021_00:00_image2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium in front of a large audience, indicating a formal setting with a stage and lighting setup, typical of a political event.
/content/images/upload_s3/cdu_26-09-2021_00:00_video10.jpeg;Campaign Event;Campaign Event;The image shows a stage with politicians, indicating a formal political event.
/content/images/upload_s3/spdde_19-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/cdu_25-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a stage with people in a political event context, likely involving speeches or presentations.
/content/images/upload_s3/robert.habeck_13-09-2021_00:00_image17.jpeg;Campaign Event;Campaign Event;The image shows a person speaking on a stage to a crowd, indicating a political event setting.
/content/images/upload_s3/cdu_23-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a stage with people speaking at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/spdde_25-09-2021_00:00_video5.jpeg;Campaign Event;Behind The Scenes;The image shows a person preparing to go on stage, which suggests a behind-the-scenes view of a campaign event.
/content/images/upload_s3/abaerbock_16-09-2021_00:00_image6.jpeg;Campaign Event;Collage;The image contains a combination of text and a background image, which is typical of a collage. It does not depict a real-world event or interaction.
/content/images/upload_s3/abaerbock_18-09-2021_00:00_image3.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public event setting. The presence of an audience and the context of a speech suggest it is part of a political event.
/content/images/upload_s3/robert.habeck_22-09-2021_00:00_image12.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage holding a microphone, which indicates a public speaking context at a political event.
/content/images/upload_s3/armin_laschet_23-09-2021_00:00_video18.jpeg;Campaign Event;Campaign Event;The image shows a stage with politicians speaking at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/nicola_beer_24-09-2021_00:00_image1.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking in front of a crowd with a campaign tent in the background, indicating a political event setting.
/content/posts/robert.habeck/2021-09-24_20-23-24_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a stage setup with a crowd gathered around, indicating a political event or rally.
/content/posts/markus.soeder/2021-09-15_15-55-29_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a formal setting with a stage and a panel discussion, indicating a structured event. This aligns with the characteristics of a campaign event where speeches or discussions are held.
/content/posts/christianlindner/2021-09-26_10-50-55_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a stage with a speaker addressing a large crowd, indicating a political event.
/content/posts/olafscholz/2021-09-16_19-01-33_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician on a stage or designated speaking area, likely at a political event, as indicated by the podium and backdrop.
/content/posts/abaerbock/2021-09-22_19-23-29_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public gathering or rally.
/content/posts/christianlindner/2021-09-16_18-15-11_UTC_2.jpg;Campaign Event;Media Work;The image shows a politician speaking at a podium with a backdrop featuring party branding, indicating a formal setting likely for a press conference or announcement.
/content/posts/abaerbock/2021-09-21_14-36-27_UTC_4.jpg;Campaign Event;Campaign Event;The image shows a large crowd gathered in front of a stage, indicating a political event or rally.
/content/posts/fw_bayern/2021-09-22_19-02-44_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a person speaking at a podium with a banner in the background, indicating a formal setting for a political event.
/content/posts/robert.habeck/2021-09-23_09-08-52_UTC_1.jpg;Campaign Event;Campaign Event;The image shows a politician speaking to a crowd, indicating a public event with an audience.
/content/posts/robert.habeck/2021-09-24_09-22-06_UTC_5.jpg;Campaign Event;Behind The Scenes;The image shows people in a casual setting, possibly behind a stage or during a break at an event, without any formal presentation or interaction with a crowd.
/content/images/upload_s3/afd.bund_17-09-2021_00:00_video12.jpeg;Campaign Event;Campaign Event;The image shows a stage with people standing on it, which is indicative of a political event or rally.
/content/images/upload_s3/fdp_17-09-2021_00:00_image0.jpeg;Campaign Event;Campaign Event;The image shows a stage with individuals standing at podiums, indicating a formal setting for speeches or presentations, which aligns with a political event context.
/content/images/upload_s3/christianlindner_26-09-2021_00:00_image6.jpeg;Campaign Event;Campaign Event;The image shows a group of people on a stage, likely at a political event, with a crowd visible in the background. This setting suggests a formal gathering or rally.
/content/images/upload_s3/saskiaesken_25-09-2021_00:00_image4.jpeg;Campaign Event;Campaign Event;The image shows a politician on a stage, likely giving a speech or addressing an audience, which is characteristic of a political event.
/content/images/upload_s3/abaerbock_21-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a stage with musicians performing, indicating a public event setting.
/content/images/upload_s3/robert.habeck_13-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a stage with people and a crowd, indicating a political event context.
/content/images/upload_s3/markus.soeder_16-09-2021_00:00_video8.jpeg;Campaign Event;Campaign Event;The image shows a stage with people standing on it, indicating a formal event setting.
/content/images/upload_s3/robert.habeck_24-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage in front of a crowd, which is indicative of a political event.
/content/images/upload_s3/robert.habeck_22-09-2021_00:00_video0.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage in a public setting, which is indicative of a political event.
/content/images/upload_s3/olafscholz_23-09-2021_00:00_video2.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a designated area with a backdrop, indicating a formal political event.
/content/images/upload_s3/abaerbock_21-09-2021_00:00_image15.jpeg;Campaign Event;Campaign Event;The image shows a stage setup with a crowd gathered, indicating a political event or rally. This fits the criteria for a campaign event, as it involves a public gathering and a designated speaking area.
/content/images/upload_s3/cdu_26-09-2021_00:00_video11.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking at a podium on a stage, which is indicative of a political event context.
/content/images/upload_s3/armin_laschet_17-09-2021_00:00_image9.jpeg;Campaign Event;Campaign Event;The image shows a politician speaking on a stage at a political event, which fits the criteria for a campaign event.
/content/images/upload_s3/olafscholz_26-09-2021_00:00_image3.jpeg;Campaign Event;Individual Voter Contact;The image shows a politician interacting with people in a public setting, likely discussing issues directly with voters. This fits the criteria for 'Individual Voter Contact' as it involves direct engagement with the public.
/content/images/upload_s3/christianlindner_25-09-2021_00:00_video1.jpeg;Campaign Event;Campaign Event;The image shows a crowd and a stage setup, indicating a political event.
/content/posts/spdde/2021-09-14_12-19-45_UTC.jpg;Media Work;Media Work;The image shows a person in a setting that resembles a TV studio or media interview, which aligns with the characteristics of media work.
/content/images/upload_s3/armin_laschet_25-09-2021_00:00_video1.jpeg;Media Work;Media Work;The image is a still from a TV interview, as indicated by the text and setting, which aligns with media coverage.
/content/images/upload_s3/engin_eroglu__16-09-2021_00:00_video4.jpeg;Media Work;Behind The Scenes;The image shows a behind-the-scenes view of a filming setup in a professional setting, likely capturing a politician or public figure. This context aligns with the 'Behind The Scenes' category.
/content/images/upload_s3/fw_bayern_13-09-2021_00:00_video5.jpeg;Media Work;Media Work;The image appears to be a still from a TV interview or similar media event, as it shows a person speaking in a formal setting.
/content/posts/armin_laschet/2021-09-25_12-43-21_UTC_6.jpg;Media Work;Campaign Event;The image shows a politician interacting with a crowd, with signs and media present, indicating a public event setting.
/content/images/upload_s3/markus.soeder_20-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image shows a TV studio setup with professional broadcasting equipment, indicating a media-related context.
/content/posts/dielinke/2021-09-22_07-45-52_UTC_2.jpg;Media Work;Media Work;The image shows a person being interviewed in front of a building with a political message projected onto it. This setting suggests a media-related activity, likely a press event or interview.
/content/images/upload_s3/armin_laschet_24-09-2021_00:00_video10.jpeg;Media Work;Media Work;The image shows a person in a TV studio setting, likely during a media interview or talk show, which fits the criteria for Media Work.
/content/images/upload_s3/susanne_hennig_wellsow_16-09-2021_00:00_video4.jpeg;Media Work;Media Work;The image shows a setting with a backdrop and professional cameras, indicating a media interview or press conference.
/content/images/upload_s3/armin_laschet_24-09-2021_00:00_video12.jpeg;Media Work;Media Work;The image shows a person in a TV studio setting, likely during a media interview or talk show, which fits the criteria for media work.
/content/images/upload_s3/christlichsozialeunion_20-09-2021_00:00_video9.jpeg;Media Work;Media Work;The image shows a TV studio setup with broadcasting equipment, indicating a media production environment.
/content/images/upload_s3/nicola_beer_16-09-2021_00:00_image1.jpeg;Media Work;Media Work;The image shows a setting that resembles a formal discussion or interview, likely in a media or conference context, with a backdrop of the EU flag. This suggests a media-related event rather than a casual or behind-the-scenes moment.
/content/images/upload_s3/armin_laschet_25-09-2021_00:00_video7.jpeg;Media Work;Media Work;The image shows a setting that resembles a radio or media studio with professional broadcasting equipment, indicating a media interview or similar event.
/content/images/upload_s3/fw_bayern_16-09-2021_00:00_image0.jpeg;Media Work;Media Work;The image shows a person being interviewed with a microphone, indicating a media-related setting such as a press conference or media interview.
/content/images/upload_s3/cdu_16-09-2021_00:00_video10.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual, improvised manner, likely in a non-studio setting.
/content/images/upload_s3/saskiaesken_13-09-2021_00:00_video1.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, which aligns with social media interaction.
/content/images/upload_s3/armin_laschet_22-09-2021_00:00_video13.jpeg;Social Media Moderation;Individual Voter Contact;The image shows a politician interacting with people off-stage, which fits the criteria for Individual Voter Contact.
/content/images/upload_s3/christlichsozialeunion_22-09-2021_00:00_video2.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person casually engaging with the camera in a non-studio setting, without professional broadcasting equipment, suggesting a less polished appearance.
/content/images/upload_s3/die_gruenen_25-09-2021_00:00_video9.jpeg;Social Media Moderation;Social Media Moderation;The image shows a person engaging directly with the camera in a casual manner, likely in a non-studio setting, suggesting an informal interaction typical of social media engagement.
